year,university,school,degree,Key
2015,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),2790
2015,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music,2791
2015,National University of Singapore,Faculty of Science,Bachelor of Applied Science **,2792
2015,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),2793
2015,National University of Singapore,Faculty of Science,Bachelor of Science,2794
2015,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),2795
2015,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,2796
2015,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) (Hons) #,2797
2015,National University of Singapore,Multi-Disciplinary Programme,Bachelor of Environmental Studies,2798
2015,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,2799
2015,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy Cum Laude and above,2800
2015,Singapore Management University,School of Business (4-year programme) *,Business Management,2801
2015,Singapore Management University,School of Business (4-year programme) *,Business Management Cum Laude and above,2802
2015,Singapore Management University,School of Economics (4-year programme) *,Economics,2803
2015,Singapore Management University,School of Economics (4-year programme) *,Economics Cum Laude and above,2804
2015,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management,2805
2015,Singapore Management University,School of Information Systems (4-year programme) *,Information Systems Management Cum Laude and above,2806
